epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,2135.36,1.32315,6.27103,0.41516,1.52531,1.79379,0.73539,0.7452,0.78332,0.40816,0.12662,0.15769,0.04333,0.00808,1.58563,7.0303,0.46571,1.24004,2.23735,0.004159,0.004159,0.004159
120,2153.08,1.34106,6.29523,0.42352,1.55171,1.81764,0.59985,0.74216,0.72207,0.40792,0.16542,0.15944,0.06441,0.01033,1.46103,7.09919,0.46738,1.31042,2.09032,0.0041095,0.0041095,0.0041095
121,2170.9,1.3281,6.20377,0.41589,1.51686,1.79909,0.83674,0.66469,0.8117,0.43984,0.19898,0.13198,0.0701,0.01306,1.50868,6.97488,0.46744,1.16887,2.15375,0.00406,0.00406,0.00406
122,2189.07,1.37068,6.18238,0.41387,1.54985,1.83205,0.69937,0.76876,0.79398,0.44557,0.24949,0.19276,0.11085,0.01739,1.51878,6.93378,0.47495,1.12995,2.15819,0.0040105,0.0040105,0.0040105
123,2207.22,1.3273,6.06176,0.40785,1.54003,1.8038,0.73916,0.75283,0.80585,0.48111,0.24801,0.14406,0.07002,0.01387,1.41895,6.97233,0.46926,1.14249,2.04563,0.003961,0.003961,0.003961
124,2225.17,1.30132,6.10419,0.408,1.49278,1.7852,0.66853,0.78776,0.79704,0.45742,0.25537,0.13636,0.09384,0.02242,1.48883,6.93053,0.4637,1.12351,2.13292,0.0039115,0.0039115,0.0039115
125,2242.93,1.32848,6.11007,0.41028,1.53258,1.80176,0.71168,0.79685,0.80056,0.47089,0.22916,0.15769,0.08292,0.01864,1.44764,6.98942,0.46845,1.10217,2.06003,0.003862,0.003862,0.003862
126,2261.01,1.3411,6.07563,0.40605,1.53149,1.80793,0.72498,0.75961,0.79775,0.4426,0.2403,0.18671,0.09735,0.01877,1.5671,6.94926,0.46649,1.16221,2.17477,0.0038125,0.0038125,0.0038125
127,2279.03,1.33165,6.08863,0.40554,1.51187,1.80025,0.67971,0.76503,0.76121,0.43065,0.25482,0.1514,0.09015,0.01559,1.46415,6.95956,0.46515,1.16371,2.0862,0.003763,0.003763,0.003763
128,2296.68,1.33405,6.17846,0.41709,1.51911,1.80038,0.73772,0.76888,0.79192,0.4734,0.16446,0.17587,0.07914,0.01545,1.42608,6.86287,0.45534,1.07422,2.05948,0.0037135,0.0037135,0.0037135
129,2314.91,1.30327,6.06156,0.40948,1.48606,1.78776,0.74578,0.73345,0.80594,0.46623,0.17243,0.15594,0.06312,0.01173,1.4836,6.91377,0.459,1.11586,2.10572,0.003664,0.003664,0.003664
130,2333.3,1.31521,5.95573,0.39661,1.4933,1.7905,0.78593,0.6859,0.80065,0.45122,0.2388,0.14231,0.08369,0.01431,1.49584,6.82592,0.46616,1.14213,2.11908,0.0036145,0.0036145,0.0036145
131,2352.78,1.29268,6.15923,0.41635,1.49712,1.77269,0.68402,0.80909,0.79742,0.45987,0.24142,0.17622,0.09462,0.01945,1.47164,6.7784,0.45898,1.08047,2.1033,0.003565,0.003565,0.003565
132,2370.48,1.33351,6.02702,0.41539,1.50512,1.78641,0.73744,0.74371,0.81801,0.47621,0.24046,0.17762,0.09855,0.01948,1.40813,6.9148,0.469,1.0559,2.02548,0.0035155,0.0035155,0.0035155
133,2388.65,1.31675,6.06726,0.411,1.49933,1.78135,0.78374,0.7471,0.82088,0.49272,0.19593,0.16224,0.08522,0.01521,1.43835,6.75687,0.47594,1.0725,2.0604,0.003466,0.003466,0.003466
134,2407.37,1.29729,6.02403,0.40403,1.45504,1.76998,0.69386,0.79396,0.7876,0.4765,0.12919,0.15629,0.05209,0.00946,1.43789,6.92224,0.45783,1.09495,2.03614,0.0034165,0.0034165,0.0034165
135,2426.53,1.28321,6.18457,0.41887,1.4417,1.75217,0.78419,0.74545,0.80526,0.47121,0.21455,0.17622,0.09129,0.01638,1.44367,6.82893,0.45051,1.10384,2.07808,0.003367,0.003367,0.003367
136,2444.45,1.30817,6.10227,0.4133,1.45821,1.78715,0.72601,0.75944,0.81416,0.46882,0.26406,0.21119,0.1098,0.01814,1.48748,6.82299,0.45658,1.09809,2.11519,0.0033175,0.0033175,0.0033175
137,2462.17,1.29761,5.90159,0.40701,1.45697,1.77093,0.79411,0.71049,0.80363,0.48225,0.30226,0.22063,0.1191,0.021,1.43695,6.72458,0.45601,1.10062,2.05308,0.003268,0.003268,0.003268
138,2479.96,1.29946,5.97814,0.41151,1.45598,1.76249,0.72833,0.78265,0.79597,0.43434,0.29141,0.15315,0.09829,0.02111,1.57413,6.78769,0.45976,1.12958,2.22291,0.0032185,0.0032185,0.0032185
139,2497.71,1.32238,5.97713,0.40258,1.49782,1.79004,0.83334,0.68401,0.81631,0.47568,0.26316,0.1972,0.08815,0.01526,1.46006,6.75728,0.453,1.03624,2.07212,0.003169,0.003169,0.003169
140,2515.83,1.29933,6.0609,0.41149,1.45264,1.7762,0.77051,0.78497,0.84775,0.50815,0.23578,0.16678,0.09188,0.01767,1.43696,6.60085,0.45231,0.99101,2.03981,0.0031195,0.0031195,0.0031195
141,2534,1.30819,6.03232,0.40697,1.48944,1.7824,0.74486,0.7612,0.82379,0.48546,0.22646,0.17762,0.10035,0.01727,1.44028,6.74714,0.45944,1.07699,2.04936,0.00307,0.00307,0.00307
142,2552.41,1.30486,6.06293,0.41085,1.46368,1.76909,0.76,0.81554,0.84371,0.49956,0.26295,0.16538,0.09362,0.02009,1.43093,6.67409,0.45329,1.00786,2.04517,0.0030205,0.0030205,0.0030205
143,2571.53,1.26541,5.88494,0.40695,1.43649,1.74611,0.76157,0.77273,0.82622,0.50889,0.25899,0.18091,0.10698,0.0188,1.42593,6.75196,0.45209,1.02244,2.03082,0.002971,0.002971,0.002971
144,2589.39,1.2841,5.96409,0.40475,1.40819,1.7452,0.77729,0.76017,0.8272,0.46691,0.18951,0.18497,0.08754,0.01626,1.48265,6.69239,0.4436,1.03605,2.13536,0.0029215,0.0029215,0.0029215
145,2606.54,1.30729,5.95282,0.40847,1.46565,1.77372,0.76056,0.77314,0.82113,0.48185,0.23043,0.16364,0.07151,0.01306,1.43209,6.53932,0.44868,1.05968,2.05278,0.002872,0.002872,0.002872
146,2624.37,1.30549,5.8587,0.40655,1.47018,1.76856,0.81846,0.76123,0.84382,0.49094,0.17691,0.22937,0.08279,0.01571,1.47553,6.65611,0.45303,1.00679,2.1172,0.0028225,0.0028225,0.0028225
147,2642.17,1.2754,6.03327,0.40701,1.43413,1.74786,0.77993,0.71781,0.82829,0.48739,0.30076,0.1958,0.12374,0.02005,1.43062,6.65894,0.45931,1.024,2.06201,0.002773,0.002773,0.002773
148,2659.72,1.28256,5.83096,0.40559,1.407,1.75186,0.74658,0.77587,0.83167,0.49438,0.21697,0.1528,0.06274,0.01295,1.41248,6.61642,0.45488,1.00986,2.04614,0.0027235,0.0027235,0.0027235
149,2679.5,1.28734,5.94264,0.40308,1.45135,1.76397,0.78353,0.72651,0.82706,0.4734,0.34971,0.21399,0.12467,0.02218,1.47079,6.65301,0.45004,1.07702,2.09459,0.002674,0.002674,0.002674
150,2697.26,1.2918,5.81694,0.39334,1.42641,1.7573,0.7308,0.81553,0.85396,0.50531,0.25676,0.17902,0.09874,0.01739,1.4492,6.68538,0.44935,0.99643,2.04683,0.0026245,0.0026245,0.0026245
151,2714.77,1.28497,5.98578,0.40402,1.4345,1.74085,0.73737,0.81202,0.84101,0.48456,0.2146,0.23531,0.1265,0.02587,1.44657,6.58644,0.44653,1.02477,2.06582,0.002575,0.002575,0.002575
152,2733.07,1.27441,5.8779,0.40429,1.42416,1.74669,0.71154,0.82911,0.85886,0.50551,0.19638,0.20629,0.08763,0.01497,1.46802,6.69211,0.4474,1.00821,2.08914,0.0025255,0.0025255,0.0025255
153,2752.24,1.29477,5.90527,0.39884,1.42532,1.75643,0.74012,0.85032,0.8563,0.49574,0.24191,0.19266,0.09655,0.01639,1.44875,6.57689,0.45111,1.03643,2.06507,0.002476,0.002476,0.002476
154,2770.26,1.24966,5.82547,0.39302,1.42289,1.73905,0.71678,0.85873,0.87186,0.51227,0.29159,0.19406,0.10969,0.02158,1.43394,6.47712,0.44958,0.99921,2.03535,0.0024265,0.0024265,0.0024265
155,2789.38,1.28121,5.76414,0.39752,1.40979,1.7564,0.83124,0.79696,0.87087,0.50274,0.27785,0.16958,0.09024,0.01722,1.46412,6.57273,0.46048,1.00078,2.09338,0.002377,0.002377,0.002377
156,2807.07,1.27474,5.88018,0.39741,1.41377,1.74024,0.72725,0.83105,0.8633,0.51049,0.20345,0.19557,0.08936,0.01993,1.37856,6.59629,0.45022,1.0093,1.99077,0.0023275,0.0023275,0.0023275
157,2824.74,1.28516,5.86012,0.39928,1.43229,1.76385,0.74794,0.79126,0.83639,0.50447,0.31726,0.17727,0.115,0.02389,1.3803,6.53188,0.4487,1.06965,1.98875,0.002278,0.002278,0.002278
158,2842.15,1.26423,5.81727,0.39089,1.42289,1.74173,0.79119,0.8068,0.86435,0.51476,0.27918,0.1986,0.10616,0.02002,1.40239,6.53062,0.45385,0.99021,2.01471,0.0022285,0.0022285,0.0022285
159,2859.82,1.26999,5.83084,0.39175,1.38275,1.74425,0.75426,0.81838,0.85808,0.50439,0.31552,0.18357,0.10771,0.01814,1.42369,6.53599,0.45599,1.02433,2.05326,0.002179,0.002179,0.002179
160,2877.28,1.27474,5.78128,0.39381,1.40954,1.75409,0.80799,0.76535,0.85071,0.51427,0.36214,0.23243,0.15215,0.02714,1.40685,6.48497,0.44888,1.01255,2.00949,0.0021295,0.0021295,0.0021295
161,2896.23,1.24803,5.75284,0.39397,1.38885,1.73874,0.83627,0.79091,0.8758,0.52629,0.31751,0.25699,0.15074,0.02755,1.394,6.49227,0.44676,0.96288,2.03388,0.00208,0.00208,0.00208
162,2914.66,1.27252,5.77093,0.39482,1.4156,1.75412,0.79582,0.75219,0.84224,0.50491,0.26367,0.21259,0.09861,0.01783,1.39837,6.42969,0.44013,1.01528,2.02202,0.0020305,0.0020305,0.0020305
163,2933.1,1.25736,5.90122,0.40198,1.38528,1.73542,0.75661,0.80949,0.85309,0.50607,0.32917,0.21573,0.1511,0.02648,1.43873,6.45206,0.43648,0.99595,2.06325,0.001981,0.001981,0.001981
164,2952.51,1.25109,5.68752,0.39475,1.38255,1.73623,0.82491,0.71702,0.83445,0.51033,0.23823,0.23392,0.12564,0.02149,1.40736,6.44627,0.44771,1.01717,2.04739,0.0019315,0.0019315,0.0019315
165,2972.12,1.26262,5.8336,0.39895,1.39473,1.73405,0.77289,0.76605,0.8296,0.5094,0.27938,0.20804,0.12482,0.02113,1.37493,6.43369,0.44379,0.97248,2.01985,0.001882,0.001882,0.001882
166,2991.59,1.26696,5.7433,0.40008,1.39727,1.74089,0.80626,0.77021,0.8511,0.53242,0.27807,0.18182,0.10749,0.02159,1.33948,6.4188,0.44734,0.9499,1.96214,0.0018325,0.0018325,0.0018325
167,3011.29,1.24653,5.77633,0.39074,1.37971,1.74501,0.74794,0.7562,0.82415,0.51091,0.27987,0.26154,0.15404,0.02164,1.36294,6.45807,0.44567,0.99202,1.99825,0.001783,0.001783,0.001783
168,3029.64,1.25094,5.70068,0.39173,1.3857,1.73108,0.76356,0.76985,0.84096,0.5116,0.33151,0.25385,0.16504,0.0277,1.38302,6.45745,0.44139,0.97721,2.02744,0.0017335,0.0017335,0.0017335
169,3049.11,1.26998,5.77232,0.39784,1.38232,1.7424,0.74842,0.80341,0.8455,0.52085,0.28824,0.21259,0.11193,0.0186,1.3621,6.44725,0.43896,0.98504,1.99405,0.001684,0.001684,0.001684
170,3067.79,1.25341,5.65685,0.38435,1.3928,1.73268,0.7194,0.84496,0.84168,0.52714,0.31469,0.23006,0.14466,0.02608,1.3091,6.35347,0.43784,0.97063,1.92533,0.0016345,0.0016345,0.0016345
171,3086.59,1.25194,5.66636,0.39027,1.40577,1.74912,0.79759,0.78618,0.857,0.53502,0.3008,0.28147,0.14758,0.02618,1.34895,6.36194,0.43286,0.97353,1.95304,0.001585,0.001585,0.001585
172,3106.84,1.25332,5.7867,0.4001,1.36541,1.73562,0.82949,0.73462,0.837,0.51341,0.3619,0.23159,0.16762,0.02747,1.35721,6.35801,0.43778,0.98109,1.97476,0.0015355,0.0015355,0.0015355
173,3125.62,1.24724,5.73408,0.39962,1.37324,1.7257,0.75237,0.77982,0.83602,0.52595,0.39427,0.2493,0.17172,0.02874,1.33392,6.3414,0.44185,0.96785,1.94067,0.001486,0.001486,0.001486
174,3143.61,1.25584,5.69453,0.39056,1.38398,1.73024,0.80816,0.74535,0.85175,0.53089,0.2899,0.21912,0.12562,0.02039,1.34766,6.40372,0.43635,0.94556,1.95576,0.0014365,0.0014365,0.0014365
175,3161.78,1.23852,5.71945,0.39403,1.35723,1.71673,0.72563,0.83357,0.84311,0.5166,0.28927,0.21084,0.11885,0.02329,1.38148,6.33866,0.43174,0.96736,1.99261,0.001387,0.001387,0.001387
176,3179.71,1.24919,5.7189,0.39531,1.36272,1.71856,0.84147,0.73776,0.85484,0.52917,0.26268,0.18811,0.11479,0.02134,1.33974,6.371,0.43406,0.94489,1.95411,0.0013375,0.0013375,0.0013375
177,3197.93,1.24619,5.73863,0.39401,1.36508,1.72431,0.72952,0.83159,0.86132,0.51926,0.33732,0.22483,0.13964,0.02473,1.37585,6.32452,0.43323,0.94847,1.994,0.001288,0.001288,0.001288
178,3216.72,1.23806,5.63936,0.39333,1.38299,1.72299,0.73074,0.84755,0.85297,0.53453,0.3048,0.22483,0.12919,0.02211,1.36024,6.32054,0.43333,0.94985,1.9725,0.0012385,0.0012385,0.0012385
179,3235.18,1.21806,5.68003,0.3972,1.31987,1.70729,0.81324,0.78474,0.86493,0.52847,0.32335,0.25839,0.14316,0.02474,1.35442,6.3748,0.4384,0.94266,1.98221,0.001189,0.001189,0.001189
180,3253.25,1.25526,5.64968,0.3992,1.33792,1.73017,0.77414,0.81538,0.8583,0.52792,0.28125,0.26091,0.12977,0.02426,1.36159,6.36668,0.43632,0.9313,1.99103,0.0011395,0.0011395,0.0011395
181,3271.79,1.24074,5.71483,0.39897,1.35719,1.7238,0.76969,0.8123,0.84707,0.5323,0.27311,0.29056,0.13657,0.02443,1.31714,6.34647,0.43429,0.93108,1.94777,0.00109,0.00109,0.00109
182,3290.84,1.24456,5.77546,0.40019,1.36474,1.73032,0.81256,0.79549,0.8528,0.53751,0.27527,0.26294,0.1365,0.02504,1.31728,6.3515,0.43458,0.92768,1.93184,0.0010405,0.0010405,0.0010405
183,3308.58,1.2312,5.60843,0.39114,1.3469,1.71551,0.77872,0.80167,0.85676,0.53036,0.31202,0.23531,0.12684,0.02295,1.32772,6.29348,0.43738,0.93018,1.95588,0.000991,0.000991,0.000991
184,3326.62,1.23834,5.66484,0.39992,1.34172,1.72141,0.80962,0.77273,0.85257,0.53555,0.30994,0.28881,0.15652,0.02965,1.33259,6.2763,0.43829,0.92056,1.96569,0.0009415,0.0009415,0.0009415
185,3345.69,1.23774,5.59503,0.39402,1.33189,1.71589,0.73935,0.81435,0.84073,0.51004,0.34136,0.2507,0.14881,0.02517,1.35379,6.29275,0.43614,0.9637,1.98999,0.000892,0.000892,0.000892
186,3363.09,1.23723,5.55538,0.38932,1.3263,1.72077,0.79852,0.77552,0.84672,0.52367,0.27445,0.26748,0.12941,0.02474,1.33183,6.25371,0.43379,0.93501,1.95989,0.0008425,0.0008425,0.0008425
187,3380.63,1.21143,5.75228,0.3925,1.33178,1.70475,0.76522,0.81024,0.8484,0.52431,0.25922,0.28011,0.12955,0.02634,1.34188,6.27313,0.43658,0.93622,1.97478,0.000793,0.000793,0.000793
188,3398.62,1.2526,5.76729,0.39717,1.3482,1.7264,0.77642,0.82762,0.84591,0.52962,0.26599,0.22622,0.10957,0.02611,1.34045,6.3047,0.43992,0.9009,1.97021,0.0007435,0.0007435,0.0007435
189,3417,1.22371,5.55578,0.38589,1.35777,1.71252,0.7763,0.82324,0.84976,0.53167,0.31601,0.23392,0.12342,0.02384,1.31931,6.32027,0.43616,0.91489,1.94747,0.000694,0.000694,0.000694
190,3436.03,1.23086,5.59951,0.39322,1.33161,1.70526,0.80131,0.77229,0.85129,0.53039,0.29513,0.26434,0.14943,0.02928,1.33234,6.27364,0.43519,0.91288,1.97474,0.0006445,0.0006445,0.0006445
191,3455.15,1.04383,6.4964,0.484,1.16981,1.77385,0.75084,0.80182,0.81942,0.49605,0.25982,0.21084,0.10391,0.02124,1.37761,6.33881,0.44523,1.02818,2.02669,0.000595,0.000595,0.000595
192,3473.43,1.02479,6.46646,0.48478,0.99489,1.74299,0.79265,0.79092,0.83231,0.5124,0.2635,0.23986,0.12173,0.02367,1.34122,6.30649,0.43844,0.95107,1.98679,0.0005455,0.0005455,0.0005455
193,3490.48,0.98907,6.31805,0.47976,0.94454,1.72143,0.79829,0.80383,0.85119,0.51699,0.28129,0.20944,0.11684,0.02128,1.33171,6.26857,0.43456,0.92514,1.97447,0.000496,0.000496,0.000496
194,3507.89,1.01652,6.29182,0.47397,0.93111,1.71638,0.78421,0.80944,0.84779,0.53359,0.2753,0.2638,0.14221,0.02748,1.29882,6.24998,0.43389,0.91196,1.92787,0.0004465,0.0004465,0.0004465
195,3525.67,0.98602,6.15776,0.47919,0.89055,1.71587,0.77871,0.81158,0.84856,0.52793,0.28821,0.26608,0.14842,0.02821,1.29759,6.19209,0.43053,0.91513,1.93592,0.000397,0.000397,0.000397
196,3543.38,0.99531,6.21818,0.48146,0.89516,1.7183,0.78991,0.83077,0.853,0.53095,0.33784,0.25138,0.15177,0.02584,1.30264,6.17552,0.42846,0.89063,1.94124,0.0003475,0.0003475,0.0003475
197,3560.3,0.98212,6.25791,0.47649,0.89542,1.68517,0.82363,0.79153,0.85041,0.52045,0.34904,0.25385,0.15566,0.02759,1.30282,6.19192,0.42893,0.8738,1.94665,0.000298,0.000298,0.000298
198,3577.36,0.99879,6.13744,0.47636,0.88056,1.71838,0.80518,0.80063,0.8542,0.52853,0.3809,0.27203,0.17778,0.02905,1.29649,6.17998,0.42804,0.87483,1.94065,0.0002485,0.0002485,0.0002485
199,3594.49,0.98225,6.10031,0.4743,0.88609,1.69059,0.78397,0.8177,0.85277,0.52951,0.3315,0.24441,0.13764,0.02555,1.29005,6.1911,0.4275,0.89257,1.92699,0.000199,0.000199,0.000199
200,3611.89,0.98817,6.20509,0.47387,0.87543,1.70586,0.79818,0.82332,0.85638,0.53293,0.31924,0.2694,0.15126,0.02693,1.279,6.18003,0.4269,0.88528,1.91234,0.0001495,0.0001495,0.0001495
