epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,353.215,1.66036,9.22401,0.92772,2.14718,2.09662,0.30313,0.5542,0.31545,0.11956,0.00016,0.02762,0.00012,2e-05,2.11471,11.5229,1.12175,2.31114,2.88237,0.009307,0.009307,0.009307
16,374.481,1.67278,9.20303,0.92928,2.12841,2.10947,0.29267,0.5458,0.27907,0.09701,0.00506,0.00769,0.00042,5e-05,2.17069,11.4625,1.14811,2.17463,2.87516,0.0092575,0.0092575,0.0092575
17,395.589,1.65722,9.14017,0.9339,2.10504,2.10703,0.28223,0.56364,0.32433,0.11895,0.00463,0.01364,0.00037,7e-05,2.03403,11.4701,1.19397,2.1501,2.80205,0.009208,0.009208,0.009208
18,417.295,1.64949,9.10648,0.935,2.11709,2.08439,0.34668,0.6209,0.3512,0.13529,0.00844,0.00769,0.00035,6e-05,1.96627,11.3919,1.13713,2.22757,2.75117,0.0091585,0.0091585,0.0091585
19,439.171,1.6248,8.98329,0.90689,2.07073,2.05403,0.30256,0.57867,0.31843,0.13105,0.01858,0.02448,0.00134,0.00024,1.90454,11.0368,1.13437,2.01158,2.59392,0.009109,0.009109,0.009109
20,460.75,1.61415,8.83987,0.93144,2.05239,2.05712,0.37826,0.59648,0.35158,0.14491,0.02361,0.00455,0.00045,4e-05,1.83574,11.3114,1.12966,2.22599,2.55231,0.0090595,0.0090595,0.0090595
21,482.724,1.62565,8.98223,0.92255,2.03572,2.05407,0.40413,0.58497,0.39064,0.15239,0.00219,0.00769,0.00013,1e-05,1.81928,11.3795,1.14723,1.86376,2.54124,0.00901,0.00901,0.00901
22,504.231,1.59652,8.99857,0.92919,2.01219,2.02725,0.36158,0.56266,0.37509,0.16392,0.01153,0.00455,0.00028,4e-05,1.88746,11.076,1.10398,1.9371,2.52875,0.0089605,0.0089605,0.0089605
23,526.265,1.60318,8.76623,0.89875,2.03783,2.03233,0.43088,0.60125,0.41254,0.17198,0.01065,0.01678,0.00051,7e-05,1.82978,10.8788,1.21845,1.87864,2.57844,0.008911,0.008911,0.008911
24,547.758,1.58679,8.97823,0.9109,2.00652,2.02639,0.37787,0.58392,0.35659,0.1258,0.00492,0.01224,0.00021,2e-05,2.01454,11.3282,1.18545,2.30517,2.88462,0.0088615,0.0088615,0.0088615
25,569.377,1.57652,8.66297,0.88699,2.01168,2.01515,0.4189,0.53077,0.36065,0.15818,0.0055,0.01993,0.00073,8e-05,1.87924,11.2416,1.32478,2.0946,2.64859,0.008812,0.008812,0.008812
26,590.573,1.58673,8.92508,0.92093,1.99173,2.02497,0.31815,0.55874,0.31722,0.12747,0.04378,0.03671,0.0046,0.00064,1.84013,10.7539,1.09843,2.10601,2.58594,0.0087625,0.0087625,0.0087625
27,611.983,1.57326,8.82163,0.91189,1.98907,2.00936,0.35375,0.63497,0.34512,0.12618,0.0144,0.02587,0.00112,0.00012,2.12029,10.9556,1.15059,2.20925,2.9065,0.008713,0.008713,0.008713
28,633.898,1.60303,8.72306,0.91387,1.98719,2.0269,0.44607,0.58287,0.44546,0.20635,0.0608,0.00769,0.00233,0.00045,1.72051,10.8199,1.1067,1.8935,2.41321,0.0086635,0.0086635,0.0086635
29,655.297,1.5692,8.72008,0.89437,1.95061,2.00379,0.43372,0.65979,0.44812,0.17995,0.00617,0.01538,0.00042,0.00027,1.95581,10.7775,1.26896,1.84292,2.66462,0.008614,0.008614,0.008614
30,676.469,1.5878,8.80487,0.91583,1.97168,2.01185,0.37745,0.56866,0.37559,0.1604,0.01039,0.02308,0.00073,0.0001,1.87402,10.8949,1.08014,2.03533,2.57636,0.0085645,0.0085645,0.0085645
31,697.934,1.55725,8.58618,0.90651,1.93945,1.98298,0.47484,0.58287,0.4946,0.20555,0.0189,0.01678,0.00364,0.00066,1.92187,11.0025,1.10105,1.83154,2.66611,0.008515,0.008515,0.008515
32,719.404,1.56182,8.71285,0.90057,1.92202,1.99213,0.54193,0.61084,0.53206,0.23403,0.02721,0.03986,0.0059,0.00169,1.79785,10.4322,1.07189,1.67527,2.48351,0.0084655,0.0084655,0.0084655
33,740.76,1.54102,8.74353,0.89761,1.92278,1.9817,0.46863,0.57826,0.46381,0.19609,0.02139,0.03042,0.0025,0.00047,1.76793,10.5049,1.07104,1.8882,2.42924,0.008416,0.008416,0.008416
34,762.024,1.55122,8.55529,0.8781,1.9253,1.98688,0.45445,0.54447,0.49434,0.21325,0.00681,0.01224,0.00079,0.00018,1.79204,10.7495,1.13895,1.87746,2.51349,0.0083665,0.0083665,0.0083665
35,783.468,1.54848,8.66508,0.89034,1.92068,1.98482,0.47299,0.65035,0.51846,0.21839,0.03933,0.04895,0.00415,0.0009,1.84135,10.3885,1.09544,1.68521,2.56091,0.008317,0.008317,0.008317
36,805.126,1.52735,8.46214,0.86994,1.86988,1.95846,0.42683,0.57354,0.43954,0.18846,0.01037,0.04301,0.00178,0.00043,1.87838,10.4596,1.03047,1.74013,2.58959,0.0082675,0.0082675,0.0082675
37,826.326,1.53688,8.52774,0.88346,1.83745,1.98547,0.4963,0.61522,0.57639,0.22966,0.00982,0.01993,0.00191,0.00054,1.88122,10.2347,1.09187,1.60882,2.5616,0.008218,0.008218,0.008218
38,847.943,1.55252,8.63737,0.8934,1.89409,1.98413,0.48551,0.6007,0.5049,0.19796,0.0861,0.03217,0.01572,0.00201,1.89058,10.347,1.04596,1.76007,2.55705,0.0081685,0.0081685,0.0081685
39,869.098,1.52075,8.55607,0.89102,1.85192,1.96269,0.55113,0.66574,0.59475,0.26881,0.05497,0.03671,0.0102,0.00246,1.7003,10.1067,1.01832,1.56339,2.37865,0.008119,0.008119,0.008119
40,890.392,1.52442,8.54037,0.87932,1.85574,1.94527,0.50724,0.71051,0.53294,0.21229,0.01271,0.02762,0.00162,0.00053,1.90063,10.2377,1.00927,1.69814,2.58609,0.0080695,0.0080695,0.0080695
41,911.538,1.54191,8.39527,0.8701,1.85107,1.97098,0.49679,0.61294,0.52549,0.23637,0.02273,0.05979,0.00427,0.00062,1.76097,10.0963,1.01542,1.65022,2.45278,0.00802,0.00802,0.00802
42,932.738,1.49047,8.35069,0.87832,1.84236,1.94055,0.51716,0.61958,0.53043,0.27442,0.0265,0.03217,0.00353,0.00089,1.64971,10.0198,1.01876,1.60282,2.31005,0.0079705,0.0079705,0.0079705
43,953.972,1.50514,8.36507,0.86047,1.85286,1.95118,0.43525,0.61753,0.52402,0.201,0.01876,0.03217,0.00245,0.00056,1.94638,10.3412,1.05269,1.71581,2.65258,0.007921,0.007921,0.007921
44,975.239,1.49565,8.39138,0.87859,1.83644,1.94045,0.4653,0.62762,0.50166,0.20934,0.01408,0.01224,0.00111,0.00018,1.86793,10.4092,1.06737,1.79322,2.65822,0.0078715,0.0078715,0.0078715
45,996.404,1.51324,8.29518,0.85942,1.82119,1.95219,0.49459,0.67772,0.58671,0.28999,0.04726,0.06888,0.00685,0.00127,1.67137,9.92332,0.99934,1.55308,2.32298,0.007822,0.007822,0.007822
46,1017.75,1.50763,8.40736,0.87962,1.80231,1.94244,0.52269,0.62273,0.57844,0.25081,0.0248,0.03217,0.00448,0.00082,1.82361,10.103,1.03229,1.56275,2.53767,0.0077725,0.0077725,0.0077725
47,1039.27,1.48455,8.45125,0.87507,1.80282,1.93193,0.45441,0.62343,0.56327,0.2773,0.01353,0.03986,0.00157,0.00034,1.76679,10.0342,0.99252,1.60391,2.42861,0.007723,0.007723,0.007723
48,1061.41,1.49673,8.22072,0.86106,1.7843,1.93565,0.51107,0.54161,0.51889,0.22424,0.04566,0.02273,0.01597,0.00382,1.98982,10.2111,1.08298,1.6512,2.72337,0.0076735,0.0076735,0.0076735
49,1083.7,1.49582,8.26372,0.86783,1.78765,1.93468,0.52234,0.57219,0.53304,0.24736,0.04889,0.0458,0.01431,0.00174,1.77593,9.88386,1.0226,1.59637,2.45941,0.007624,0.007624,0.007624
50,1107.66,1.48097,8.28655,0.85869,1.80936,1.92301,0.51639,0.66014,0.56046,0.26311,0.07086,0.05664,0.00711,0.00137,1.73602,9.89829,1.01618,1.60065,2.37957,0.0075745,0.0075745,0.0075745
51,1129.66,1.49234,8.36206,0.86713,1.77937,1.92998,0.4769,0.63463,0.5297,0.26797,0.05255,0.04126,0.00669,0.00114,1.65659,9.91664,1.04184,1.53947,2.35221,0.007525,0.007525,0.007525
52,1151.73,1.48888,8.33118,0.87352,1.77011,1.92818,0.4907,0.60353,0.55077,0.25147,0.02906,0.05035,0.00545,0.00086,1.77217,9.93906,1.02669,1.56332,2.46304,0.0074755,0.0074755,0.0074755
53,1173.94,1.48119,8.4432,0.86295,1.79008,1.93177,0.54836,0.6458,0.57608,0.24491,0.09273,0.07972,0.01307,0.0024,1.84841,9.86319,1.00622,1.48188,2.58188,0.007426,0.007426,0.007426
54,1196.59,1.47941,8.42017,0.88113,1.78539,1.92352,0.59731,0.62417,0.63719,0.295,0.06888,0.06294,0.01767,0.00248,1.738,9.69929,0.98183,1.47507,2.36655,0.0073765,0.0073765,0.0073765
55,1218.82,1.47235,8.17918,0.85763,1.79545,1.91814,0.5173,0.65464,0.58731,0.27002,0.0831,0.10105,0.02008,0.00297,1.77763,9.59824,0.9806,1.58355,2.46802,0.007327,0.007327,0.007327
56,1240.27,1.4825,8.30121,0.86321,1.77637,1.92824,0.50983,0.62517,0.53874,0.21575,0.03351,0.03357,0.00319,0.00041,1.84361,9.94239,1.00166,1.60993,2.55308,0.0072775,0.0072775,0.0072775
57,1261.5,1.47882,8.27667,0.86146,1.79316,1.93403,0.54703,0.5972,0.56889,0.26931,0.10634,0.09476,0.02301,0.00476,1.6845,9.68339,1.01823,1.52485,2.35111,0.007228,0.007228,0.007228
58,1283.25,1.46046,8.31161,0.87351,1.75934,1.91415,0.55411,0.64545,0.57972,0.28888,0.03785,0.05524,0.00912,0.00159,1.66882,9.87304,0.99803,1.56513,2.34229,0.0071785,0.0071785,0.0071785
59,1304.89,1.47059,8.18891,0.87524,1.73681,1.90627,0.55639,0.67098,0.6159,0.30303,0.09372,0.07797,0.01976,0.00305,1.69981,9.44374,0.99606,1.47376,2.35208,0.007129,0.007129,0.007129
60,1326.67,1.46863,8.15272,0.88449,1.75866,1.91513,0.59574,0.5951,0.5896,0.28614,0.08526,0.05979,0.01453,0.00297,1.72322,9.70001,0.99608,1.4958,2.41188,0.0070795,0.0070795,0.0070795
61,1348.36,1.44942,8.106,0.84992,1.77042,1.89905,0.50443,0.68566,0.55646,0.25158,0.05409,0.05839,0.02265,0.00282,1.82396,9.67075,1.02565,1.54508,2.54082,0.00703,0.00703,0.00703
62,1369.8,1.45013,7.95784,0.85126,1.71452,1.88965,0.69606,0.59895,0.69172,0.31009,0.12621,0.09825,0.04062,0.00712,1.69761,9.55351,0.95646,1.3933,2.33995,0.0069805,0.0069805,0.0069805
63,1391.33,1.43228,8.19354,0.86081,1.70485,1.8848,0.64539,0.64685,0.66858,0.34052,0.15825,0.09476,0.02936,0.00525,1.6306,9.4504,0.97025,1.42684,2.26514,0.006931,0.006931,0.006931
64,1412.68,1.42834,7.95411,0.83508,1.69719,1.87578,0.59807,0.6528,0.65532,0.30714,0.06796,0.07168,0.01242,0.00212,1.60983,9.64336,0.96783,1.50635,2.27578,0.0068815,0.0068815,0.0068815
65,1434.48,1.43499,8.12409,0.84814,1.70867,1.8846,0.62196,0.66586,0.66079,0.31791,0.104,0.11154,0.03461,0.00474,1.70768,9.34771,0.94385,1.36055,2.38182,0.006832,0.006832,0.006832
66,1455.86,1.43305,8.05606,0.85487,1.69736,1.88756,0.62596,0.70723,0.69428,0.33841,0.1617,0.09196,0.03415,0.00561,1.67971,9.51034,0.97633,1.36357,2.3287,0.0067825,0.0067825,0.0067825
67,1477.33,1.44377,8.29062,0.86292,1.69241,1.89445,0.62744,0.62378,0.64318,0.33303,0.11053,0.10734,0.02544,0.00386,1.60754,9.34723,1.00494,1.48772,2.28052,0.006733,0.006733,0.006733
68,1498.53,1.40954,7.9658,0.83589,1.66521,1.8736,0.6084,0.7035,0.67133,0.34086,0.06907,0.05944,0.01334,0.00265,1.68368,9.51804,0.99397,1.29907,2.31324,0.0066835,0.0066835,0.0066835
69,1519.76,1.42339,8.09846,0.85565,1.69955,1.87916,0.58966,0.63287,0.66366,0.3576,0.04536,0.09336,0.01146,0.0016,1.63519,9.36034,0.96124,1.36165,2.25574,0.006634,0.006634,0.006634
70,1541.25,1.42547,8.02129,0.8491,1.68807,1.86643,0.64313,0.64747,0.70501,0.3427,0.05817,0.05804,0.014,0.0022,1.69659,9.46201,0.9428,1.35944,2.33511,0.0065845,0.0065845,0.0065845
71,1562.81,1.4209,7.98549,0.84121,1.7128,1.87389,0.53014,0.72902,0.65418,0.30749,0.07234,0.10699,0.04051,0.00748,1.64913,9.56879,0.99267,1.41526,2.32367,0.006535,0.006535,0.006535
72,1584.28,1.42161,8.00222,0.83658,1.67054,1.8588,0.55722,0.66055,0.65258,0.3187,0.15074,0.0951,0.03083,0.00653,1.66758,9.40782,0.97453,1.43438,2.32331,0.0064855,0.0064855,0.0064855
73,1605.6,1.4271,8.09047,0.85047,1.65297,1.86099,0.58811,0.71019,0.66171,0.29618,0.18127,0.10559,0.03893,0.00697,1.70403,9.29869,0.94184,1.39076,2.38703,0.006436,0.006436,0.006436
74,1627.19,1.40911,8.07479,0.84041,1.68599,1.86062,0.52593,0.7,0.66722,0.29611,0.11237,0.0979,0.02425,0.00447,1.72353,9.48513,0.94282,1.43281,2.37198,0.0063865,0.0063865,0.0063865
75,1649.15,1.43083,7.86251,0.84134,1.66651,1.87166,0.58612,0.66186,0.64522,0.3216,0.07346,0.13287,0.04011,0.00736,1.659,9.1988,0.9475,1.39528,2.30769,0.006337,0.006337,0.006337
76,1670.44,1.44007,7.81208,0.83388,1.69614,1.87975,0.54749,0.71989,0.68954,0.3212,0.12992,0.0993,0.03501,0.00649,1.69038,9.29843,0.94511,1.40482,2.3275,0.0062875,0.0062875,0.0062875
77,1691.69,1.40783,7.87735,0.82008,1.65866,1.8563,0.51759,0.71329,0.65947,0.29954,0.17425,0.08252,0.03422,0.00706,1.75349,9.35107,1.00029,1.39699,2.39203,0.006238,0.006238,0.006238
78,1712.84,1.41286,7.9351,0.83868,1.67143,1.86018,0.62312,0.70734,0.71712,0.35446,0.09098,0.10405,0.04421,0.0074,1.66754,9.45687,0.9812,1.4389,2.28687,0.0061885,0.0061885,0.0061885
79,1734.15,1.41042,8.00391,0.85509,1.64772,1.85679,0.64447,0.70369,0.74342,0.3781,0.09857,0.14545,0.03342,0.00638,1.68425,9.04004,0.95367,1.26788,2.3435,0.006139,0.006139,0.006139
80,1755.9,1.4366,7.76803,0.81896,1.66313,1.86915,0.7054,0.70607,0.74162,0.35799,0.09727,0.08252,0.03186,0.00521,1.69268,9.20177,0.9718,1.28366,2.34513,0.0060895,0.0060895,0.0060895
81,1777.25,1.39763,7.80245,0.81308,1.65465,1.83485,0.6479,0.75673,0.73597,0.33344,0.09338,0.09161,0.01881,0.0032,1.74728,9.11897,0.96321,1.30078,2.38314,0.00604,0.00604,0.00604
82,1798.69,1.40504,7.7685,0.82194,1.64048,1.84704,0.66202,0.7243,0.76585,0.38453,0.25749,0.09336,0.05286,0.01005,1.67126,8.99486,0.95807,1.27133,2.28688,0.0059905,0.0059905,0.0059905
83,1820.05,1.38945,7.88132,0.82799,1.6312,1.85126,0.70184,0.6542,0.71572,0.38497,0.08019,0.07937,0.02507,0.00399,1.603,9.17539,0.94798,1.31039,2.21558,0.005941,0.005941,0.005941
84,1841.96,1.39988,7.95247,0.84284,1.65974,1.83815,0.73162,0.70383,0.7773,0.39259,0.118,0.12692,0.04401,0.00792,1.6349,9.1725,0.95541,1.20258,2.24632,0.0058915,0.0058915,0.0058915
85,1863.82,1.37499,7.95663,0.84299,1.60786,1.82698,0.70854,0.68951,0.76177,0.39174,0.13087,0.12517,0.06177,0.01054,1.62575,8.92418,0.91403,1.26349,2.27075,0.005842,0.005842,0.005842
86,1885.4,1.39321,7.96844,0.83212,1.59786,1.83383,0.65114,0.66573,0.68855,0.34291,0.12762,0.09336,0.04539,0.00687,1.65609,9.16639,0.97368,1.32311,2.31641,0.0057925,0.0057925,0.0057925
87,1906.9,1.37849,7.95933,0.83032,1.61439,1.83837,0.69835,0.72226,0.74195,0.35159,0.2879,0.12098,0.06624,0.01219,1.73155,9.03614,0.94961,1.25364,2.40439,0.005743,0.005743,0.005743
88,1928.51,1.3929,7.86976,0.82153,1.62427,1.84138,0.73231,0.68971,0.76906,0.38681,0.14842,0.17762,0.05905,0.01052,1.61866,8.89685,0.96329,1.17774,2.25062,0.0056935,0.0056935,0.0056935
89,1949.76,1.41287,7.73579,0.84441,1.6419,1.84523,0.7576,0.65629,0.74874,0.4019,0.18298,0.1465,0.06417,0.01014,1.58378,8.92266,0.9279,1.26903,2.24075,0.005644,0.005644,0.005644
90,1971,1.37829,7.80641,0.82606,1.60583,1.82926,0.69323,0.63701,0.71149,0.35893,0.13362,0.12692,0.04251,0.00731,1.59973,9.1551,0.97472,1.38487,2.21798,0.0055945,0.0055945,0.0055945
91,1992.32,1.37123,7.69551,0.81493,1.56869,1.82374,0.70073,0.68878,0.75762,0.39276,0.18701,0.15122,0.0696,0.01151,1.57689,8.93787,0.91572,1.22861,2.16837,0.005545,0.005545,0.005545
92,2013.53,1.36727,7.77607,0.82823,1.60255,1.82507,0.79655,0.67727,0.79675,0.42477,0.13698,0.19755,0.05477,0.00904,1.57773,8.89615,0.90688,1.15925,2.20339,0.0054955,0.0054955,0.0054955
93,2034.86,1.39116,7.8619,0.83226,1.57362,1.82583,0.68533,0.67832,0.72688,0.37689,0.16304,0.13916,0.05146,0.00985,1.70209,9.07586,0.96637,1.28301,2.29754,0.005446,0.005446,0.005446
94,2056.34,1.38683,7.74268,0.81748,1.60016,1.83384,0.75447,0.68919,0.76747,0.39726,0.17169,0.15125,0.06135,0.01173,1.59572,8.89388,0.93074,1.23512,2.21865,0.0053965,0.0053965,0.0053965
95,2077.96,1.37763,7.87074,0.82578,1.58821,1.81369,0.70529,0.72143,0.74986,0.36416,0.12929,0.12238,0.04755,0.00974,1.65167,8.91768,0.93612,1.23512,2.28756,0.005347,0.005347,0.005347
96,2099.49,1.35942,7.46374,0.80256,1.56858,1.82503,0.6707,0.78741,0.78325,0.42744,0.17188,0.15092,0.0734,0.01573,1.55892,8.84533,0.92635,1.18588,2.1724,0.0052975,0.0052975,0.0052975
97,2121.16,1.37228,7.62295,0.80794,1.57906,1.82417,0.77601,0.73147,0.79862,0.41125,0.21462,0.15874,0.08868,0.01773,1.58867,8.70815,0.94822,1.19031,2.2218,0.005248,0.005248,0.005248
98,2142.48,1.37925,7.55229,0.81368,1.56295,1.83391,0.70116,0.63497,0.73462,0.36221,0.14653,0.11469,0.04565,0.00941,1.60912,8.91072,0.95755,1.24234,2.24441,0.0051985,0.0051985,0.0051985
99,2163.78,1.3733,7.83863,0.83844,1.55781,1.80836,0.71598,0.74335,0.76038,0.37501,0.16694,0.17727,0.06572,0.01117,1.67927,8.98082,0.96814,1.21839,2.29601,0.005149,0.005149,0.005149
100,2185.33,1.36056,7.76263,0.8289,1.56861,1.80789,0.73738,0.77203,0.79446,0.41894,0.14464,0.14965,0.04703,0.00924,1.5914,8.73469,0.94813,1.13597,2.22582,0.0050995,0.0050995,0.0050995
101,2206.58,1.3573,7.56337,0.80631,1.53336,1.81171,0.74055,0.68287,0.78812,0.42933,0.22048,0.16678,0.06183,0.01047,1.56853,8.71959,0.91921,1.15725,2.18387,0.00505,0.00505,0.00505
102,2230.67,1.34212,7.48466,0.80741,1.53789,1.80293,0.66949,0.73502,0.75267,0.39534,0.22548,0.12238,0.06896,0.0111,1.54706,8.76539,0.92555,1.18674,2.16005,0.0050005,0.0050005,0.0050005
103,2257.2,1.3323,7.51678,0.79436,1.55522,1.80501,0.7281,0.77863,0.80519,0.428,0.15635,0.14685,0.04488,0.00888,1.57271,8.75634,0.92521,1.16527,2.20614,0.004951,0.004951,0.004951
104,2279.03,1.38022,7.60027,0.81717,1.57981,1.82371,0.73143,0.67867,0.76863,0.41139,0.18262,0.12832,0.0648,0.01374,1.5535,8.80063,0.92511,1.22814,2.1982,0.0049015,0.0049015,0.0049015
105,2300.79,1.35143,7.63083,0.8127,1.55323,1.79782,0.63173,0.72832,0.73711,0.37378,0.19307,0.14196,0.06546,0.0123,1.60742,8.82962,0.9638,1.23481,2.27396,0.004852,0.004852,0.004852
106,2322.75,1.36566,7.33476,0.81115,1.5584,1.81792,0.71489,0.77014,0.82416,0.42482,0.26149,0.14056,0.09241,0.01577,1.61659,8.79475,0.91676,1.13159,2.25123,0.0048025,0.0048025,0.0048025
107,2344.52,1.3674,7.76532,0.82581,1.52955,1.8028,0.73514,0.76923,0.79613,0.43757,0.22609,0.14965,0.08194,0.01604,1.51371,8.75828,0.92367,1.15198,2.14361,0.004753,0.004753,0.004753
108,2366.43,1.37641,7.67554,0.8075,1.53134,1.82536,0.7624,0.72203,0.81267,0.42231,0.222,0.18531,0.10505,0.01828,1.56732,8.73243,0.91387,1.06707,2.18236,0.0047035,0.0047035,0.0047035
109,2388.37,1.35085,7.6215,0.81431,1.54882,1.80883,0.64706,0.75969,0.77501,0.39749,0.19473,0.15594,0.06144,0.00982,1.59512,8.76762,0.91321,1.22248,2.21378,0.004654,0.004654,0.004654
110,2410.11,1.34262,7.5223,0.80043,1.51236,1.77987,0.79108,0.6979,0.79893,0.43524,0.21312,0.12517,0.08576,0.02143,1.54694,8.66368,0.92269,1.11323,2.17441,0.0046045,0.0046045,0.0046045
111,2431.59,1.35737,7.48934,0.79236,1.54543,1.81739,0.75767,0.68112,0.78408,0.42534,0.17778,0.15787,0.0583,0.011,1.50961,8.75226,0.92821,1.16357,2.1335,0.004555,0.004555,0.004555
112,2452.91,1.3372,7.57378,0.81042,1.5042,1.79875,0.76882,0.69406,0.7714,0.39162,0.23133,0.17133,0.06958,0.01342,1.65203,8.70338,0.9267,1.15262,2.31181,0.0045055,0.0045055,0.0045055
113,2474.38,1.33375,7.4972,0.80705,1.51373,1.78882,0.68556,0.76853,0.8242,0.42187,0.18778,0.13776,0.04714,0.00804,1.5841,8.58227,0.9096,1.13861,2.22587,0.004456,0.004456,0.004456
114,2495.78,1.3324,7.46542,0.81218,1.52362,1.79221,0.75067,0.75528,0.80291,0.43067,0.28301,0.16972,0.11461,0.02024,1.54272,8.5113,0.91673,1.15753,2.17413,0.0044065,0.0044065,0.0044065
115,2517.24,1.34964,7.46507,0.81563,1.48587,1.80612,0.70934,0.74021,0.77641,0.4412,0.24337,0.16049,0.10479,0.01622,1.51102,8.54568,0.90642,1.11093,2.14113,0.004357,0.004357,0.004357
116,2539.44,1.35965,7.24873,0.78285,1.51751,1.8033,0.68371,0.75011,0.79639,0.44186,0.25137,0.18497,0.09159,0.01739,1.54102,8.50766,0.91476,1.09778,2.15862,0.0043075,0.0043075,0.0043075
117,2561.93,1.35198,7.4936,0.80175,1.52649,1.80143,0.6546,0.75517,0.78119,0.41934,0.32682,0.18357,0.09548,0.01599,1.57743,8.59459,0.90899,1.14857,2.23022,0.004258,0.004258,0.004258
118,2584.92,1.33417,7.4687,0.80591,1.50507,1.77661,0.78238,0.72888,0.82665,0.43891,0.29109,0.18336,0.10524,0.02197,1.56341,8.54035,0.89805,1.06233,2.20799,0.0042085,0.0042085,0.0042085
119,2607.58,1.31413,7.53223,0.80908,1.48616,1.7711,0.76863,0.74261,0.80164,0.43319,0.23947,0.14379,0.08185,0.01796,1.56166,8.55688,0.89764,1.06338,2.22279,0.004159,0.004159,0.004159
120,2629.14,1.34323,7.49225,0.81739,1.49575,1.80219,0.71243,0.76643,0.79829,0.43834,0.30003,0.18793,0.11184,0.02155,1.52712,8.47697,0.90708,1.11663,2.17714,0.0041095,0.0041095,0.0041095
121,2650.39,1.32739,7.48542,0.81074,1.48548,1.78352,0.71115,0.75315,0.78676,0.41962,0.22008,0.12098,0.06278,0.01566,1.57961,8.62548,0.92109,1.12895,2.24781,0.00406,0.00406,0.00406
