epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,532.479,1.24451,5.58005,0.39567,1.33218,1.71405,0.84682,0.76958,0.87887,0.56122,0.31592,0.24476,0.13754,0.02496,1.26623,6.22337,0.42984,0.88112,1.88532,0.00086635,0.00086635,0.00086635
29,550.143,1.20927,5.58662,0.38902,1.32529,1.70257,0.83271,0.80769,0.87673,0.55806,0.35208,0.286,0.15345,0.02993,1.30386,6.19537,0.4277,0.89628,1.92882,0.0008614,0.0008614,0.0008614
30,567.663,1.23422,5.64886,0.39381,1.34707,1.72152,0.78553,0.80688,0.87344,0.55861,0.33929,0.24161,0.14113,0.03175,1.27849,6.16467,0.4274,0.90372,1.89383,0.00085645,0.00085645,0.00085645
31,584.804,1.21421,5.54712,0.39421,1.32508,1.69971,0.7996,0.80375,0.85985,0.54601,0.37533,0.27701,0.16783,0.03262,1.32273,6.21201,0.43314,0.90827,1.93823,0.0008515,0.0008515,0.0008515
32,601.953,1.22415,5.60541,0.39014,1.32058,1.7139,0.74268,0.85099,0.86309,0.53749,0.32142,0.25839,0.13879,0.02634,1.33244,6.20786,0.43238,0.92264,1.95088,0.00084655,0.00084655,0.00084655
33,618.894,1.2143,5.65727,0.39676,1.32761,1.69972,0.84699,0.73462,0.8573,0.52817,0.33958,0.2507,0.14206,0.02762,1.34967,6.19897,0.42833,0.91403,1.97854,0.0008416,0.0008416,0.0008416
34,636.269,1.20846,5.43564,0.38346,1.32658,1.70261,0.70133,0.86409,0.85738,0.53828,0.3312,0.27063,0.15792,0.02868,1.32856,6.18047,0.42719,0.93609,1.93645,0.00083665,0.00083665,0.00083665
35,654.714,1.23243,5.62004,0.39058,1.32735,1.70703,0.78355,0.85405,0.87362,0.55368,0.3363,0.27657,0.14543,0.02919,1.34351,6.16872,0.42637,0.8878,1.98519,0.0008317,0.0008317,0.0008317
36,672.617,1.21795,5.46791,0.3816,1.30498,1.70095,0.80065,0.82762,0.87095,0.54109,0.33578,0.26434,0.13912,0.02692,1.32398,6.17227,0.43054,0.90782,1.9654,0.00082675,0.00082675,0.00082675
37,689.648,1.21253,5.53152,0.38816,1.311,1.70294,0.7653,0.85465,0.87897,0.54638,0.35705,0.26162,0.14983,0.02894,1.33275,6.21636,0.43099,0.92132,1.98268,0.0008218,0.0008218,0.0008218
38,706.937,1.22994,5.69617,0.39735,1.33757,1.70436,0.80017,0.82122,0.88193,0.55085,0.35703,0.24755,0.15547,0.03225,1.31825,6.14371,0.42792,0.88118,1.95022,0.00081685,0.00081685,0.00081685
39,724.652,1.23579,5.60964,0.39615,1.30479,1.70982,0.8012,0.83811,0.87544,0.55313,0.37494,0.29446,0.17414,0.03487,1.29532,6.14695,0.42983,0.86696,1.92061,0.0008119,0.0008119,0.0008119
40,741.85,1.22265,5.56926,0.39144,1.2956,1.68831,0.79309,0.83986,0.8762,0.54271,0.35248,0.23846,0.14914,0.03055,1.32795,6.17502,0.42617,0.87157,1.9549,0.00080695,0.00080695,0.00080695
41,759.076,1.20917,5.51617,0.38733,1.29939,1.69293,0.82242,0.80909,0.87742,0.5377,0.31422,0.28185,0.14676,0.0269,1.32394,6.16445,0.42811,0.87193,1.96765,0.000802,0.000802,0.000802
42,776.509,1.21574,5.49223,0.39135,1.31676,1.69932,0.80856,0.81224,0.88243,0.55071,0.33308,0.27832,0.15871,0.03116,1.30622,6.14224,0.42627,0.87622,1.94028,0.00079705,0.00079705,0.00079705
43,794.671,1.2199,5.51821,0.37885,1.30781,1.70179,0.79609,0.81511,0.88296,0.55583,0.28675,0.21713,0.1165,0.02537,1.27063,6.18271,0.42755,0.86828,1.91323,0.0007921,0.0007921,0.0007921
44,812.791,1.208,5.54489,0.39066,1.3156,1.70255,0.81714,0.79545,0.88172,0.56361,0.36079,0.27343,0.15222,0.0305,1.3091,6.18538,0.42631,0.85676,1.94722,0.00078715,0.00078715,0.00078715
45,830.374,1.21553,5.52024,0.38392,1.31048,1.70406,0.81735,0.80455,0.88051,0.5485,0.33534,0.28147,0.15184,0.0317,1.32875,6.18005,0.42611,0.87695,1.97574,0.0007822,0.0007822,0.0007822
46,847.939,1.20242,5.54411,0.39369,1.29349,1.68732,0.82837,0.77152,0.87577,0.54323,0.34021,0.29196,0.17364,0.03184,1.35333,6.17548,0.42389,0.89628,2.00012,0.00077725,0.00077725,0.00077725
47,865.899,1.2048,5.61376,0.39471,1.29489,1.69634,0.80389,0.78357,0.86834,0.54847,0.32027,0.27657,0.14411,0.02788,1.32559,6.13334,0.4244,0.89676,1.94656,0.0007723,0.0007723,0.0007723
48,882.79,1.21305,5.46453,0.38723,1.2936,1.69939,0.87861,0.80552,0.88909,0.56666,0.34877,0.26119,0.14901,0.02921,1.29928,6.19302,0.42393,0.87307,1.92369,0.00076735,0.00076735,0.00076735
49,900.2,1.21927,5.50776,0.38918,1.32212,1.69929,0.8636,0.8,0.89096,0.5568,0.34896,0.28427,0.16396,0.02939,1.30022,6.13821,0.42341,0.88869,1.92756,0.0007624,0.0007624,0.0007624
50,917.69,1.21838,5.50383,0.38906,1.31118,1.6976,0.84771,0.83041,0.88819,0.55321,0.34417,0.28741,0.17395,0.03084,1.34486,6.13364,0.42679,0.89154,1.98796,0.00075745,0.00075745,0.00075745
51,935.372,1.20396,5.54274,0.38865,1.30272,1.69306,0.81032,0.83531,0.88163,0.54577,0.36116,0.28287,0.15736,0.03002,1.36309,6.14182,0.4219,0.8873,2.02814,0.0007525,0.0007525,0.0007525
52,952.64,1.2117,5.54877,0.39587,1.29359,1.6943,0.84604,0.80035,0.88291,0.55378,0.3636,0.28881,0.18503,0.03365,1.334,6.12318,0.42522,0.87895,1.97678,0.00074755,0.00074755,0.00074755
53,969.74,1.23433,5.68458,0.38995,1.32659,1.71501,0.86662,0.78362,0.8877,0.55042,0.36903,0.26748,0.1636,0.03283,1.33112,6.1453,0.42668,0.86981,1.98079,0.0007426,0.0007426,0.0007426
54,986.667,1.20848,5.61228,0.39524,1.31079,1.69308,0.80375,0.8248,0.86861,0.55365,0.36503,0.27203,0.16213,0.03114,1.31398,6.16143,0.42571,0.89632,1.93523,0.00073765,0.00073765,0.00073765
55,1004.12,1.22464,5.52883,0.38591,1.33908,1.70274,0.77407,0.81955,0.86828,0.55768,0.38709,0.2965,0.17794,0.03164,1.31214,6.16181,0.42935,0.89358,1.93324,0.0007327,0.0007327,0.0007327
56,1021.65,1.22471,5.60837,0.39157,1.31687,1.70574,0.79847,0.81389,0.87295,0.54913,0.38226,0.31329,0.18026,0.03686,1.34757,6.1752,0.4257,0.92136,1.98397,0.00072775,0.00072775,0.00072775
57,1039.1,1.22724,5.53491,0.38469,1.31944,1.71389,0.78151,0.84487,0.87057,0.55735,0.36949,0.3042,0.16827,0.03326,1.28783,6.1274,0.42878,0.87956,1.90467,0.0007228,0.0007228,0.0007228
58,1056.33,1.21155,5.62254,0.3956,1.30852,1.69834,0.85743,0.76364,0.87305,0.54478,0.33552,0.30105,0.16314,0.03374,1.3421,6.11129,0.42825,0.8823,1.98211,0.00071785,0.00071785,0.00071785
59,1073.94,1.19985,5.48756,0.39323,1.29436,1.67948,0.84097,0.82902,0.8852,0.5696,0.34697,0.29965,0.17107,0.03523,1.30925,6.07531,0.42527,0.86863,1.93301,0.0007129,0.0007129,0.0007129
60,1091.85,1.22448,5.50387,0.39797,1.31186,1.70357,0.84096,0.82587,0.88461,0.55541,0.37789,0.29198,0.18023,0.03845,1.31451,6.11974,0.42738,0.84521,1.94118,0.00070795,0.00070795,0.00070795
61,1109.34,1.20431,5.47285,0.38113,1.29953,1.69254,0.82839,0.81698,0.87884,0.53137,0.37515,0.30559,0.17717,0.03562,1.36,6.09859,0.42608,0.88154,1.99289,0.000703,0.000703,0.000703
62,1126.56,1.21081,5.44577,0.39078,1.29533,1.69061,0.85165,0.78007,0.8814,0.56128,0.35984,0.29196,0.16349,0.03619,1.27414,6.13033,0.42673,0.86087,1.90142,0.00069805,0.00069805,0.00069805
63,1144.01,1.19049,5.55304,0.39227,1.28481,1.68515,0.7968,0.80769,0.87693,0.55454,0.31622,0.27517,0.14371,0.03065,1.30614,6.16156,0.42938,0.89588,1.93126,0.0006931,0.0006931,0.0006931
64,1161.45,1.18794,5.32425,0.37965,1.29691,1.67817,0.78168,0.85821,0.88137,0.55745,0.3299,0.28173,0.14626,0.02894,1.30301,6.15004,0.42798,0.84697,1.92798,0.00068815,0.00068815,0.00068815
65,1178.65,1.2088,5.56836,0.38699,1.29893,1.69302,0.82173,0.80406,0.87996,0.5491,0.32512,0.29021,0.17133,0.03126,1.32226,6.14045,0.42807,0.86487,1.95368,0.0006832,0.0006832,0.0006832
66,1195.62,1.20015,5.44641,0.39244,1.28228,1.68912,0.84204,0.78021,0.8856,0.55661,0.36364,0.26748,0.1684,0.03448,1.29525,6.12963,0.42622,0.87092,1.9251,0.00067825,0.00067825,0.00067825
67,1212.6,1.20945,5.63387,0.39294,1.29793,1.6906,0.83235,0.78101,0.88298,0.56094,0.36801,0.28147,0.18434,0.03715,1.32675,6.11752,0.42583,0.88502,1.96096,0.0006733,0.0006733,0.0006733
68,1229.73,1.17882,5.4682,0.38329,1.2773,1.67186,0.81425,0.80944,0.88789,0.57209,0.35948,0.27517,0.16906,0.03549,1.31459,6.09318,0.42624,0.86165,1.93998,0.00066835,0.00066835,0.00066835
69,1247.18,1.20486,5.55169,0.39103,1.30784,1.68841,0.79862,0.81931,0.88516,0.57337,0.36629,0.28741,0.18382,0.03394,1.29331,6.09671,0.42566,0.84512,1.92058,0.0006634,0.0006634,0.0006634
70,1264.21,1.20138,5.50837,0.38802,1.2922,1.68771,0.85365,0.79366,0.88586,0.55334,0.32566,0.26858,0.15428,0.02972,1.32297,6.10103,0.42547,0.85247,1.97032,0.00065845,0.00065845,0.00065845
71,1281.36,1.20293,5.50519,0.3845,1.32764,1.69762,0.85557,0.79091,0.88748,0.54095,0.38492,0.27972,0.17962,0.03661,1.35006,6.06427,0.42322,0.85902,2.00879,0.0006535,0.0006535,0.0006535
72,1298.21,1.18564,5.44951,0.38385,1.28074,1.67003,0.86393,0.81818,0.88994,0.56128,0.34861,0.27797,0.1656,0.03127,1.31858,6.08786,0.42258,0.85771,1.96741,0.00064855,0.00064855,0.00064855
73,1315.75,1.19156,5.60403,0.39114,1.27467,1.67615,0.815,0.82902,0.88283,0.55432,0.36926,0.29412,0.15734,0.03133,1.32118,6.11046,0.42536,0.85929,1.95436,0.0006436,0.0006436,0.0006436
74,1332.9,1.19944,5.5269,0.3852,1.2868,1.68272,0.8191,0.85391,0.8914,0.5607,0.37353,0.27657,0.15586,0.03273,1.31459,6.12701,0.42331,0.85655,1.9526,0.00063865,0.00063865,0.00063865
75,1350.19,1.22331,5.40539,0.38589,1.29684,1.69708,0.82082,0.84643,0.89212,0.56163,0.37858,0.27657,0.18205,0.03344,1.31952,6.07118,0.42634,0.84841,1.95637,0.0006337,0.0006337,0.0006337
76,1366.91,1.2284,5.39807,0.38738,1.32956,1.71344,0.81619,0.82233,0.89628,0.57184,0.372,0.28112,0.17972,0.03159,1.28529,6.08897,0.42361,0.83494,1.93999,0.00062875,0.00062875,0.00062875
77,1384.38,1.19604,5.46482,0.37885,1.26752,1.68144,0.86865,0.798,0.88848,0.56174,0.33956,0.27343,0.16065,0.02851,1.3126,6.11566,0.42238,0.85915,1.96091,0.0006238,0.0006238,0.0006238
78,1401.47,1.20153,5.49155,0.38693,1.29308,1.68982,0.8052,0.85891,0.8863,0.566,0.37904,0.27832,0.18128,0.03373,1.31627,6.074,0.42165,0.8559,1.9535,0.00061885,0.00061885,0.00061885
79,1418.46,1.19326,5.54442,0.39408,1.27448,1.68286,0.81914,0.84132,0.89193,0.56549,0.35125,0.3042,0.17494,0.03305,1.31548,6.09591,0.42278,0.83744,1.95111,0.0006139,0.0006139,0.0006139
80,1435.52,1.21105,5.37974,0.37522,1.28976,1.68415,0.78946,0.80944,0.85444,0.52011,0.32199,0.25709,0.14721,0.02921,1.39545,6.09194,0.4218,0.90155,2.0519,0.00060895,0.00060895,0.00060895
81,1452.41,1.19837,5.42465,0.37618,1.27969,1.683,0.78275,0.83357,0.85953,0.5365,0.34515,0.26748,0.15945,0.03091,1.32238,6.05084,0.42254,0.86187,1.96638,0.000604,0.000604,0.000604
82,1469.86,1.20177,5.38848,0.37889,1.30584,1.68554,0.80698,0.80944,0.87092,0.56177,0.3443,0.3042,0.16908,0.03325,1.29811,6.01734,0.42725,0.85495,1.93883,0.00059905,0.00059905,0.00059905
83,1486.84,1.21602,5.51759,0.38881,1.30549,1.71221,0.8151,0.80175,0.8663,0.54864,0.36667,0.27832,0.17668,0.03143,1.30463,6.04696,0.42757,0.86775,1.94191,0.0005941,0.0005941,0.0005941
84,1504.51,1.22691,5.56688,0.39248,1.33485,1.70171,0.83599,0.80948,0.88068,0.54767,0.3344,0.26608,0.14209,0.02921,1.3104,6.08654,0.4254,0.8613,1.95498,0.00058915,0.00058915,0.00058915
85,1522.22,1.17874,5.49346,0.38891,1.27088,1.66852,0.86893,0.81993,0.88327,0.53894,0.39772,0.3028,0.16844,0.03067,1.36654,6.04709,0.42284,0.86903,2.01109,0.0005842,0.0005842,0.0005842
86,1539.07,1.19269,5.59302,0.39266,1.2894,1.67781,0.84184,0.82816,0.87885,0.55884,0.38189,0.27517,0.16148,0.02951,1.30006,6.03804,0.42245,0.85183,1.94057,0.00057925,0.00057925,0.00057925
87,1556.24,1.19047,5.61786,0.38894,1.29834,1.68734,0.81308,0.81146,0.86219,0.55028,0.32144,0.27343,0.14207,0.02875,1.30509,6.03034,0.42098,0.86622,1.95265,0.0005743,0.0005743,0.0005743
88,1573.06,1.20335,5.5113,0.38554,1.3063,1.68463,0.79648,0.82902,0.86502,0.53695,0.39554,0.29021,0.17381,0.03373,1.34751,6.05142,0.4245,0.8564,2.00862,0.00056935,0.00056935,0.00056935
89,1590.05,1.22398,5.43594,0.39184,1.30487,1.69365,0.84993,0.7964,0.88344,0.56547,0.38882,0.29161,0.16673,0.03112,1.28941,6.02849,0.42347,0.83364,1.92127,0.0005644,0.0005644,0.0005644
90,1607.21,1.18908,5.49823,0.38577,1.29521,1.67635,0.86561,0.79266,0.89159,0.56973,0.38199,0.30839,0.17927,0.03391,1.28594,5.98201,0.42425,0.82377,1.92816,0.00055945,0.00055945,0.00055945
91,1624.37,1.19352,5.41513,0.38382,1.27271,1.6766,0.88073,0.7976,0.89132,0.55605,0.38553,0.30751,0.17895,0.03317,1.31599,6.00778,0.42422,0.83042,1.95361,0.0005545,0.0005545,0.0005545
92,1641.62,1.20204,5.51022,0.39081,1.29512,1.68855,0.8734,0.80784,0.89279,0.54253,0.38996,0.31189,0.17758,0.03733,1.3647,5.97042,0.42199,0.85294,2.00904,0.00054955,0.00054955,0.00054955
93,1659.78,1.19215,5.59316,0.39708,1.27988,1.67872,0.86913,0.7975,0.87967,0.56605,0.40972,0.32238,0.18398,0.03294,1.27991,6.02779,0.42261,0.84402,1.91111,0.0005446,0.0005446,0.0005446
94,1676.71,1.19371,5.46633,0.3854,1.29509,1.68502,0.89869,0.75422,0.88932,0.57233,0.37891,0.2988,0.16801,0.03335,1.27755,6.03404,0.42666,0.83338,1.90683,0.00053965,0.00053965,0.00053965
95,1693.59,1.19353,5.5762,0.38902,1.29435,1.67087,0.79515,0.87303,0.88305,0.56178,0.41671,0.35283,0.21716,0.03988,1.30289,6.03471,0.42348,0.84689,1.92785,0.0005347,0.0005347,0.0005347
96,1710.73,1.16788,5.27467,0.37799,1.26641,1.67359,0.79595,0.84301,0.88195,0.57081,0.35605,0.2951,0.17056,0.03261,1.25824,6.02921,0.42196,0.82936,1.88949,0.00052975,0.00052975,0.00052975
97,1727.73,1.20676,5.40336,0.38036,1.28713,1.68356,0.829,0.8535,0.90679,0.57064,0.38666,0.27997,0.17069,0.02938,1.28128,6.04417,0.42346,0.82329,1.9121,0.0005248,0.0005248,0.0005248
98,1744.66,1.19357,5.35918,0.38515,1.28071,1.688,0.84841,0.82519,0.90404,0.58021,0.38239,0.27343,0.16581,0.03015,1.25756,6.03382,0.42314,0.81495,1.87521,0.00051985,0.00051985,0.00051985
99,1762.62,1.20403,5.52595,0.39534,1.27522,1.68395,0.77792,0.89811,0.90369,0.57747,0.42168,0.2965,0.20549,0.03553,1.25988,6.02476,0.42272,0.83368,1.87462,0.0005149,0.0005149,0.0005149
100,1780.36,1.20128,5.51399,0.38834,1.28897,1.68052,0.86569,0.78971,0.90204,0.57359,0.38127,0.26608,0.17274,0.03095,1.27191,6.03861,0.42074,0.8383,1.91266,0.00050995,0.00050995,0.00050995
101,1798.51,1.17947,5.3671,0.3835,1.27999,1.67157,0.86428,0.81049,0.89855,0.57421,0.33459,0.28881,0.15714,0.02921,1.26238,6.02194,0.4231,0.81695,1.907,0.000505,0.000505,0.000505
102,1816.21,1.17985,5.34573,0.3816,1.26997,1.67739,0.8324,0.80953,0.88685,0.56767,0.3767,0.26686,0.16882,0.03258,1.2684,6.01012,0.42439,0.82172,1.90856,0.00050005,0.00050005,0.00050005
103,1834.54,1.1638,5.37278,0.37925,1.27306,1.67076,0.88196,0.77448,0.8937,0.57242,0.40153,0.27517,0.1756,0.03424,1.26451,6.07095,0.42109,0.84824,1.90025,0.0004951,0.0004951,0.0004951
104,1851.91,1.19349,5.43768,0.38695,1.29225,1.67693,0.85753,0.8452,0.90808,0.57191,0.40976,0.31329,0.19965,0.03551,1.27829,6.02811,0.42099,0.82712,1.92502,0.00049015,0.00049015,0.00049015
105,1868.83,1.18555,5.46938,0.3849,1.27337,1.66635,0.8343,0.80944,0.88995,0.5645,0.36116,0.27028,0.16303,0.02988,1.28251,6.03001,0.42268,0.84373,1.92891,0.0004852,0.0004852,0.0004852
106,1886.16,1.18104,5.29408,0.38597,1.2946,1.67678,0.83045,0.83671,0.89702,0.56895,0.3543,0.28427,0.1539,0.02932,1.29534,6.01278,0.42018,0.83889,1.93523,0.00048025,0.00048025,0.00048025
107,1903.53,1.19462,5.54545,0.39397,1.26493,1.66684,0.86687,0.79777,0.89932,0.55693,0.37876,0.28427,0.16387,0.0316,1.32356,6.02132,0.42013,0.82917,1.96823,0.0004753,0.0004753,0.0004753
108,1920.65,1.2099,5.49546,0.38261,1.29644,1.70094,0.86396,0.79853,0.88403,0.55867,0.35903,0.27063,0.1553,0.03306,1.29708,6.02851,0.4217,0.85494,1.93519,0.00047035,0.00047035,0.00047035
109,1938.26,1.19534,5.43158,0.38682,1.28025,1.68405,0.86342,0.80909,0.88096,0.56243,0.4262,0.28846,0.19059,0.03294,1.29349,5.98569,0.42095,0.84542,1.91721,0.0004654,0.0004654,0.0004654
110,1955.42,1.16851,5.33623,0.3777,1.24558,1.65089,0.86285,0.80589,0.88535,0.5671,0.39036,0.32692,0.18584,0.03285,1.28715,5.97661,0.42057,0.83495,1.90741,0.00046045,0.00046045,0.00046045
111,1972.36,1.19774,5.37462,0.37619,1.27332,1.69181,0.88284,0.7912,0.8874,0.55618,0.41444,0.30052,0.18201,0.03106,1.3275,5.98443,0.42058,0.85684,1.96032,0.0004555,0.0004555,0.0004555
112,1989.5,1.17578,5.40803,0.38434,1.24107,1.67068,0.89303,0.7874,0.89415,0.54251,0.36008,0.2965,0.1686,0.03151,1.36273,5.97119,0.41982,0.85923,2.00681,0.00045055,0.00045055,0.00045055
113,2006.69,1.17211,5.38615,0.38384,1.26,1.6614,0.88925,0.77494,0.89701,0.5636,0.41523,0.28427,0.17079,0.03098,1.29812,5.99215,0.4205,0.83161,1.9343,0.0004456,0.0004456,0.0004456
114,2023.85,1.18069,5.43634,0.38605,1.27657,1.6709,0.80918,0.83224,0.88695,0.5546,0.38551,0.28881,0.16993,0.03112,1.29601,5.95892,0.42106,0.84227,1.93297,0.00044065,0.00044065,0.00044065
115,2040.83,1.18141,5.41067,0.38955,1.25644,1.66975,0.8499,0.80944,0.88408,0.53959,0.33838,0.25979,0.14521,0.02701,1.35326,5.99773,0.42056,0.87296,1.99889,0.0004357,0.0004357,0.0004357
116,2057.56,1.20101,5.22432,0.37139,1.27227,1.67533,0.8187,0.85154,0.89076,0.57268,0.3354,0.25804,0.14438,0.02771,1.27793,5.97464,0.42298,0.83632,1.91801,0.00043075,0.00043075,0.00043075
117,2074.29,1.1992,5.36589,0.38148,1.28091,1.68243,0.80591,0.84895,0.89054,0.56843,0.36994,0.27797,0.16095,0.03235,1.28815,5.98307,0.42249,0.84396,1.93308,0.0004258,0.0004258,0.0004258
118,2092.04,1.19478,5.40436,0.38664,1.27353,1.67293,0.85234,0.80383,0.89272,0.57324,0.39444,0.28252,0.17669,0.03136,1.2953,5.95141,0.42158,0.83717,1.93661,0.00042085,0.00042085,0.00042085
119,2109.04,1.17019,5.45497,0.38649,1.25739,1.66515,0.83969,0.82766,0.89704,0.56582,0.39184,0.27265,0.16915,0.03249,1.29767,6.00889,0.41953,0.82945,1.93405,0.0004159,0.0004159,0.0004159
